Protein FDR Confidence,Uniprot_ID,Gene_name,Description,Coverage (%),Peptides,Unique Peptides,PSMs,AAs,MW (kDa),calc. pI,Abundance
Medium,Q9NTJ3,SMC4,Structural maintenance of chromosomes protein 4,1,2,2,2,1288,147.1,6.79,1446556.0625
Medium,Q14126,DSG2,Desmoglein-2,1,1,1,1,1118,122.2,5.24,2365800.25
Medium,Q9NPQ8,RIC8A,Synembryn-A,1,1,1,1,531,59.7,5.33,6693843.5
Medium,Q9NWF9,RNF216,E3 ubiquitin-protein ligase RNF216,1,1,1,2,866,99.3,4.91,5769184
Medium,Q5VT40,FAM78B,Protein FAM78B,3,1,1,1,261,29.8,9.36,3012497.5
Medium,O00507,USP9Y,Probable ubiquitin carboxyl-terminal hydrolase FAF-Y,0,1,1,1,2555,290.9,5.86,877607.875
Medium,P09669,COX6C,Cytochrome c oxidase subunit 6C,9,1,1,2,75,8.8,10.39,1699017
Medium,Q9Y6X0,SETBP1,SET-binding protein,0,1,1,2,1596,174.9,9.74,2842311.5
Medium,Q9UI30,TRMT112,Multifunctional methyltransferase subunit TRM112-like protein,10,1,1,1,125,14.2,5.26,775349.9375
Medium,P06703,S100A6,Protein S100-A6,8,1,1,2,90,10.2,5.48,3467069
Medium,Q14527,HLTF,Helicase-like transcription factor,1,1,1,1,1009,113.9,8.6,1020380
Medium,P49915,GMPS,GMP synthase [glutamine-hydrolyzing],3,1,1,1,693,76.7,6.87,
Medium,P18206,VCL,Vinculin,1,1,1,1,1134,123.7,5.66,
Medium,A0FGR8,ESYT2,Extended synaptotagmin-2,1,1,1,1,921,102.3,9.26,752159.25
Medium,P63279,UBE2I,SUMO-conjugating enzyme UBC9,6,1,1,1,158,18.0,8.66,1356056.875
Medium,Q9NRM2,ZNF277,Zinc finger protein 277,4,2,2,2,450,52.8,5.34,6557834.25
Medium,Q9NQH7,XPNPEP3,Xaa-Pro aminopeptidase 3,1,1,1,2,507,57.0,6.83,3536847.5
Medium,O95749,GGPS1,Geranylgeranyl pyrophosphate synthase,2,1,1,4,300,34.8,6.14,9128188
Medium,Q15008,PSMD6,26S proteasome non-ATPase regulatory subunit 6,2,1,1,1,389,45.5,5.62,755033
Medium,Q8IYS4,DNAAF8,Dynein axonemal assembly factor 8,5,1,1,1,520,55.6,4.93,
Medium,Q9HA64,FN3KRP,Ketosamine-3-kinase,2,1,1,1,309,34.4,7.33,2119936.25
Medium,P28288,ABCD3,ATP-binding cassette sub-family D member 3,1,1,1,1,659,75.4,9.36,1173715
Medium,O15455,TLR3,Toll-like receptor 3,1,1,1,1,904,103.8,7.18,1992226.625
Medium,Q13356,PPIL2,RING-type E3 ubiquitin-protein ligase PPIL2,2,1,1,2,520,58.8,8.78,937717.25
Medium,O75676,RPS6KA4,Ribosomal protein S6 kinase alpha-4,1,1,1,1,772,85.6,8.28,942370.8125
Medium,P57796,CABP4,Calcium-binding protein 4,4,1,1,1,275,30.4,5.4,779458.125
Medium,Q7Z6G8,ANKS1B,Ankyrin repeat and sterile alpha motif domain-containing protein 1B,2,2,2,2,1248,138.0,6.37,
Medium,Q9BZF9,UACA,Uveal autoantigen with coiled-coil domains and ankyrin repeats,1,1,1,1,1416,162.4,7.03,767756.9375
Medium,P46013,MKI67,Proliferation marker protein Ki-67,0,1,1,1,3256,358.5,9.45,971757.6875
Medium,P61960,UFM1,Ubiquitin-fold modifier 1,9,1,1,1,85,9.1,9.31,1266625.5
Medium,Q9NTW7,ZFP64,Zinc finger protein 64,2,1,1,1,645,72.2,8.43,
Medium,Q5R3I4,TTC38,Tetratricopeptide repeat protein 38,1,1,1,1,469,52.8,5.99,
Medium,Q96ME7,ZNF512,Zinc finger protein 512,2,1,1,1,567,64.6,9.76,1425996
Medium,P02794,FTH1,Ferritin heavy chain,4,1,1,1,183,21.2,5.55,1199748.875
Medium,Q99496,RNF2,E3 ubiquitin-protein ligase RING2,4,1,1,1,336,37.6,6.84,
Medium,Q9BXW9,FANCD2,Fanconi anemia group D2 protein,1,1,1,1,1451,164.0,5.88,
Medium,Q9Y291,MRPS33,"28S ribosomal protein S33, mitochondrial",8,1,1,1,106,12.6,10.11,1176350.25
Medium,Q9UBC2,EPS15L1,Epidermal growth factor receptor substrate 15-like 1,2,1,1,1,864,94.2,5.11,
Medium,P33240,CSTF2,Cleavage stimulation factor subunit 2,4,2,2,2,577,60.9,6.83,2049820.3125
Medium,O95487,SEC24B,Protein transport protein Sec24B,1,1,1,1,1268,137.3,6.67,
Medium,Q03052,POU3F1,"POU domain, class 3, transcription factor 1",2,1,1,7,451,45.5,7.74,96747775.625
Medium,Q9C0B0,UNK,RING finger protein unkempt homolog,1,1,1,1,810,88.0,6.86,1994460
Medium,P38432,COIL,Coilin,1,1,1,1,576,62.6,9.07,
Medium,Q96QE4,LRRC37B,Leucine-rich repeat-containing protein 37B,1,1,1,2,947,105.5,4.91,2770509
Medium,Q9C0A0,CNTNAP4,Contactin-associated protein-like 4,1,1,1,2,1308,145.2,6.68,14803944
Medium,Q14160,SCRIB,Protein scribble homolog,1,1,1,1,1630,174.8,5.07,2025772.875
Medium,Q8TF46,DIS3L,DIS3-like exonuclease 1,1,1,1,1,1054,120.7,6.54,
Medium,Q5C9Z4,NOM1,Nucleolar MIF4G domain-containing protein 1,2,1,1,1,860,96.2,8.1,
Medium,Q9Y3C6,PPIL1,Peptidyl-prolyl cis-trans isomerase-like 1,4,1,1,2,166,18.2,7.99,3577357.5
Medium,Q14566,MCM6,DNA replication licensing factor MCM6,1,1,1,1,821,92.8,5.41,1031888.6875
Medium,Q9Y2L1,DIS3,Exosome complex exonuclease RRP44,1,1,1,1,958,108.9,7.14,
Medium,Q8IYB7,DIS3L2,DIS3-like exonuclease 2,1,1,1,1,885,99.2,6.1,3681209.75
Medium,Q86U44,METTL3,N6-adenosine-methyltransferase catalytic subunit,2,1,1,1,580,64.4,6.42,910108.25
Medium,Q8N143,BCL6B,B-cell CLL/lymphoma 6 member B protein,2,1,1,1,479,51.5,8.97,3099453.5
Medium,P21453,S1PR1,Sphingosine 1-phosphate receptor 1,3,1,1,1,382,42.8,9.5,1269522.875
Medium,P29597,TYK2,Non-receptor tyrosine-protein kinase TYK2,1,2,1,3,1187,133.6,7.15,
Medium,Q8IY18,SMC5,Structural maintenance of chromosomes protein 5,2,2,2,2,1101,128.7,8.38,
Medium,Q9ULX9,MAFF,Transcription factor MafF,12,2,2,2,164,17.7,9.8,2632053.5
Medium,Q6P4H8,ATPSCKMT,ATP synthase subunit C lysine N-methyltransferase,3,1,1,2,233,26.1,8.87,
Medium,Q6PI47,KCTD18,BTB/POZ domain-containing protein KCTD18,2,1,1,1,426,46.7,9.1,2570893
Medium,P20020,ATP2B1,Plasma membrane calcium-transporting ATPase 1,1,1,1,2,1220,134.6,5.91,5256444
Medium,Q68CQ1,MROH7,Maestro heat-like repeat-containing protein family member 7,1,1,1,1,1323,145.6,6.96,14203775
Medium,Q92782,DPF1,Zinc finger protein neuro-d4,5,1,1,2,387,44.1,7.08,1611862208
Medium,A6NIK2,LRRC10B,Leucine-rich repeat-containing protein 10B,3,1,1,1,292,32.7,7.36,4317144.5
Medium,P19388,POLR2E,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",4,1,1,1,210,24.5,5.95,
Medium,Q14974,KPNB1,Importin subunit beta-1,1,1,1,1,876,97.1,4.78,1766373.875
Medium,P54922,ADPRH,ADP-ribosylhydrolase ARH1,3,1,1,1,357,39.5,6.52,
Medium,Q8IXM7,ODF3L1,Outer dense fiber protein 3-like protein 1,6,1,1,1,274,31.0,9.54,2256313.25
Medium,P54840,GYS2,"Glycogen [starch] synthase, liver",2,1,1,1,703,80.9,6.83,1275412.375
Medium,P08686,CYP21A2,Steroid 21-hydroxylase,3,1,1,1,494,55.9,7.81,
Medium,Q8IZQ1,WDFY3,WD repeat and FYVE domain-containing protein 3,0,1,1,1,3526,395.0,6.76,
Medium,Q9Y3R5,DOP1B,Protein dopey-2,1,1,1,1,2298,258.1,6.29,
Medium,O94823,ATP10B,Phospholipid-transporting ATPase VB,1,1,1,1,1461,165.3,6.89,1016507.875
Medium,Q6ZNA4,RNF111,E3 ubiquitin-protein ligase Arkadia,1,1,1,1,994,108.8,7.15,1427083.125
Medium,Q14833,GRM4,Metabotropic glutamate receptor 4,1,1,1,2,912,101.8,8.82,13424655
Medium,Q86Y39,NDUFA11,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,11,1,1,1,141,14.8,8.72,
Medium,Q16563,SYPL1,Synaptophysin-like protein 1,4,1,1,1,259,28.5,8.43,
Medium,P80217,IFI35,Interferon-induced 35 kDa protein,2,1,1,2,286,31.5,6.09,1398717.25
Medium,Q96J01,THOC3,THO complex subunit 3,2,1,1,1,351,38.7,6.09,1185213.375
Medium,P23229,ITGA6,Integrin alpha-6,1,1,1,2,1130,126.5,6.61,18943640
Medium,Q96G03,PGM2,Phosphopentomutase,6,2,1,2,612,68.2,6.73,
Medium,Q56VL3,OCIAD2,OCIA domain-containing protein 2,8,1,1,1,154,16.9,9.03,
Medium,Q96RF0,SNX18,Sorting nexin-18,3,1,1,1,628,68.9,5.68,1161794.625
Medium,Q9BWE0,REPIN1,Replication initiator 1,3,1,1,2,567,63.5,9.98,
Medium,Q4ADV7,RIC1,Guanine nucleotide exchange factor subunit RIC1,1,1,1,2,1423,159.2,6.38,9977507.75
Medium,Q96CG3,TIFA,TRAF-interacting protein with FHA domain-containing protein A,8,1,1,1,184,21.4,5.11,
Medium,P04632,CAPNS1,Calpain small subunit 1,2,1,1,1,268,28.3,5.2,824322
Medium,Q9P2B4,CTTNBP2NL,CTTNBP2 N-terminal-like protein,3,1,1,1,639,70.1,8.06,
Medium,Q9Y4W6,AFG3L2,AFG3-like protein 2,2,1,1,1,797,88.5,8.66,
Medium,Q5VWK5,IL23R,Interleukin-23 receptor,1,1,1,2,629,71.7,5.49,2627838
Medium,Q15334,LLGL1,Lethal(2) giant larvae protein homolog 1,1,1,1,2,1064,115.3,6.29,
Medium,Q9Y5K6,CD2AP,CD2-associated protein,3,1,1,1,639,71.4,6.4,17210748
Medium,Q9NQ55,PPAN,Suppressor of SWI4 1 homolog,3,1,1,1,473,53.2,10.13,3566454.75
Medium,Q9BXX3,ANKRD30A,Ankyrin repeat domain-containing protein 30A,2,1,1,2,1397,158.7,6.48,
Medium,O43149,ZZEF1,Zinc finger ZZ-type and EF-hand domain-containing protein 1,0,1,1,1,2961,330.9,5.95,10217233
Medium,Q8IXQ4,GPALPP1,GPALPP motifs-containing protein 1,4,1,1,1,340,38.1,5.41,
Medium,Q96JB1,DNAH8,Dynein axonemal heavy chain 8,0,1,1,1,4490,514.3,6.32,2312890.75
Medium,Q14320,FAM50A,Protein FAM50A,2,1,1,1,339,40.2,6.83,
Medium,Q5T089,MORN1,MORN repeat-containing protein 1,2,1,1,2,497,53.8,7.12,1782365
Medium,Q9BZ29,DOCK9,Dedicator of cytokinesis protein 9,0,1,1,1,2069,236.3,7.49,906468.25
Medium,P24941,CDK2,Cyclin-dependent kinase 2,6,1,1,2,298,33.9,8.68,2053330.125
Medium,Q9NQS1,AVEN,Cell death regulator Aven,2,1,1,2,362,38.5,4.98,1513779.875
Medium,Q8NBJ5,COLGALT1,Procollagen galactosyltransferase 1,1,1,1,2,622,71.6,7.31,816840.5
Medium,Q99759,MAP3K3,Mitogen-activated protein kinase kinase kinase 3,1,1,1,1,626,70.9,8.84,
Medium,Q9ULW3,ABT1,Activator of basal transcription 1,5,1,1,1,272,31.1,9.88,589607.375
Medium,P45973,CBX5,Chromobox protein homolog 5,4,1,1,2,191,22.2,5.86,
Medium,Q0IIM8,TBC1D8B,TBC1 domain family member 8B,1,1,1,1,1120,128.6,5.95,1342405.625
Medium,Q659A1,ICE2,Little elongation complex subunit 2,3,2,2,3,982,109.9,7.09,1319422.625
Medium,Q5T1M5,FKBP15,FK506-binding protein 15,1,1,1,1,1219,133.5,5.2,2143003.25
Medium,Q6DKI1,RPL7L1,60S ribosomal protein L7-like 1,4,1,1,2,255,29.7,10.52,
Medium,Q9ULK2,ATXN7L1,Ataxin-7-like protein 1,2,1,1,1,861,91.5,9.79,
Medium,Q13206,DDX10,Probable ATP-dependent RNA helicase DDX10,1,1,1,1,875,100.8,8.63,986567.375
Medium,O00233,PSMD9,26S proteasome non-ATPase regulatory subunit 9,4,1,1,1,223,24.7,6.95,
Medium,Q8IYU2,HACE1,E3 ubiquitin-protein ligase HACE1,1,1,1,1,909,102.3,5.92,5391209
Medium,Q9NPG1,FZD3,Frizzled-3,2,1,1,1,666,76.2,7.74,3537512
Medium,P00338,LDHA,L-lactate dehydrogenase A chain,3,1,1,1,332,36.7,8.27,869395.6875
Medium,Q14667,BLTP2,Bridge-like lipid transfer protein family member 2,1,1,1,2,2235,253.5,7.14,
Medium,Q01974,ROR2,Tyrosine-protein kinase transmembrane receptor ROR2,1,1,1,1,943,104.7,6.55,3418069.75
Medium,Q7L513,FCRLA,Fc receptor-like A,2,1,1,1,359,38.9,5.36,2366598.5
Medium,Q7L590,MCM10,Protein MCM10 homolog,2,1,1,1,875,98.1,8.75,
Medium,Q96J66,ABCC11,ATP-binding cassette sub-family C member 11,1,2,1,3,1382,154.2,8.09,1998822.125
Medium,Q9NVI1,FANCI,Fanconi anemia group I protein,0,1,1,3,1328,149.2,6.74,10874689
Medium,Q13185,CBX3,Chromobox protein homolog 3,3,1,1,1,183,20.8,5.33,1156354.25
Medium,O00220,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,3,1,1,1,468,50.1,7.03,
Medium,Q6KC79,NIPBL,Nipped-B-like protein,0,1,1,1,2804,315.9,7.91,6137239
Medium,Q7Z6R9,TFAP2D,Transcription factor AP-2-delta,2,1,1,1,452,49.5,8.16,1262369.375
Medium,O15511,ARPC5,Actin-related protein 2/3 complex subunit 5,4,1,1,2,151,16.3,5.67,1591090.125
Medium,P13995,MTHFD2,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",3,1,1,1,350,37.9,8.73,1535590.75
Medium,Q8TE99,PXYLP1,2-phosphoxylose phosphatase 1,2,1,1,1,480,55.2,8.98,1090532
Low,Q9NWK9,ZNHIT6,Box C/D snoRNA protein 1,3,1,1,1,470,53.9,5.8,19267480
Low,Q9UBT6,POLK,DNA polymerase kappa,1,1,1,1,870,98.7,8.13,1684012.125
Low,Q2T9J0,TYSND1,Peroxisomal leader peptide-processing protease,1,1,1,1,566,59.3,6.2,2768436
Low,P0C221,CCDC175,Coiled-coil domain-containing protein 175,1,1,1,2,793,93.6,6.71,1311508.5
Low,Q8TAV4,STOML3,Stomatin-like protein 3,2,1,1,1,291,32.1,8.63,3338386.25
Low,A4D2H0,CTAGE15,cTAGE family member 15,1,1,1,2,777,87.8,5.24,12568676
Low,Q9Y6Q1,CAPN6,Calpain-6,1,1,1,2,641,74.5,7.05,1278578.25
Low,Q13617,CUL2,Cullin-2,1,1,1,1,745,86.9,6.92,8678492
Low,Q86X27,RALGPS2,Ras-specific guanine nucleotide-releasing factor RalGPS2,2,1,1,2,583,65.1,8.73,3229197
Low,P07911,UMOD,Uromodulin,3,1,1,1,640,69.7,5.24,2316119.75
Low,Q86Z14,KLB,Beta-klotho,1,1,1,1,1044,119.7,9.22,2733480.75
Low,Q92538,GBF1,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,0,1,1,1,1859,206.3,5.73,1879676.625
Low,Q9ULI0,ATAD2B,ATPase family AAA domain-containing protein 2B,1,1,1,1,1458,164.8,6.8,3587537.5
Low,Q96AA8,JAKMIP2,Janus kinase and microtubule-interacting protein 2,1,1,1,1,810,94.9,6.16,9656044
Low,P48147,PREP,Prolyl endopeptidase,2,1,1,1,710,80.6,5.86,1809120.125
Low,P12111,COL6A3,Collagen alpha-3(VI) chain,1,1,1,1,3177,343.5,6.68,5444813
Low,Q02318,CYP27A1,"Sterol 26-hydroxylase, mitochondrial",2,1,1,2,531,60.2,8.9,2127330.25
Low,A1X283,SH3PXD2B,SH3 and PX domain-containing protein 2B,2,1,1,1,911,101.5,8.69,
Low,P0C860,MSL3P1,Putative male-specific lethal-3 protein-like 2,1,1,1,1,447,51.0,8.37,1211588.75
Low,Q13574,DGKZ,Diacylglycerol kinase zeta,1,1,1,1,928,103.9,8.05,1571708
Low,Q93074,MED12,Mediator of RNA polymerase II transcription subunit 12,1,1,1,1,2177,242.9,7.05,
Low,Q9BRT6,LLPH,Protein LLP homolog,11,1,1,2,129,15.2,10.37,1636442.75
Low,Q96JI7,SPG11,Spatacsin,0,1,1,2,2443,278.7,5.97,5502849.5
Low,A8TX70,COL6A5,Collagen alpha-5(VI) chain,1,1,1,1,2615,289.7,6.95,1075592.375
Low,P63121,HERVK_113,Endogenous retrovirus group K member 113 Pro protein,10,1,1,1,156,17.1,6.09,1946774.25
Low,O14867,BACH1,Transcription regulator protein BACH1,3,2,2,3,736,81.9,5.05,4977730.75
Low,Q8IVL5,P3H2,Prolyl 3-hydroxylase 2,1,1,1,2,708,80.9,5.71,3892450.25
Low,P11717,IGF2R,Cation-independent mannose-6-phosphate receptor,0,1,1,1,2491,274.2,5.94,
Low,Q86W25,NLRP13,"NACHT, LRR and PYD domains-containing protein 13",1,1,1,1,1043,118.8,5.66,
Low,P84022,SMAD3,Mothers against decapentaplegic homolog 3,6,1,1,1,425,48.1,7.15,
Low,Q7Z333,SETX,Probable helicase senataxin,0,1,1,2,2677,302.7,7.17,5457303.5
Low,O95522,PRAMEF12,PRAME family member 12,2,1,1,1,483,54.6,6.52,8818829
Low,Q96Q04,LMTK3,Serine/threonine-protein kinase LMTK3,2,1,1,1,1460,153.6,4.86,
Low,O95926,SYF2,Pre-mRNA-splicing factor SYF2,4,1,1,1,243,28.7,8.4,643984.625
Low,O95503,CBX6,Chromobox protein homolog 6,2,1,1,1,412,43.9,10.01,1862322.875
Low,Q96F83,CLBA1,Uncharacterized protein CLBA1,4,1,1,1,325,35.7,6.35,2435292
Low,Q8N412,STPG2,Sperm-tail PG-rich repeat-containing protein 2,1,1,1,2,459,50.6,9.57,4048303.5
Low,Q5T5J6,SWT1,Transcriptional protein SWT1,1,1,1,1,900,103.2,8.81,
Low,P36402,TCF7,Transcription factor 7,3,1,1,1,384,41.6,6.81,1184973.125
Low,O43242,PSMD3,26S proteasome non-ATPase regulatory subunit 3,2,1,1,1,534,60.9,8.44,
Low,Q5T9S5,CCDC18,Coiled-coil domain-containing protein 18,0,1,1,1,1454,168.9,5.66,400414.21875
Low,Q13615,MTMR3,Myotubularin-related protein 3,2,2,2,3,1198,133.5,5.8,2433396.625
Low,Q02224,CENPE,Centromere-associated protein E,1,2,2,2,2701,316.2,5.64,1299276.375
Low,P09172,DBH,Dopamine beta-hydroxylase,2,1,1,2,617,69.0,6.42,2575688.25
Low,Q8WYB5,KAT6B,Histone acetyltransferase KAT6B,1,2,2,2,2073,231.2,5.96,1501144.75
Low,P11586,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic",1,1,1,1,935,101.5,7.3,1196557.75
Low,Q9UJX3,ANAPC7,Anaphase-promoting complex subunit 7,2,1,1,1,565,63.1,5.72,
Low,P34903,GABRA3,Gamma-aminobutyric acid receptor subunit alpha-3,2,1,1,4,492,55.1,8.66,2950484.625
Low,P39905,GDNF,Glial cell line-derived neurotrophic factor,7,1,1,1,211,23.7,9.06,
Low,Q9P2K2,TXNDC16,Thioredoxin domain-containing protein 16,1,1,1,1,825,93.5,5.21,5018762.5
Low,Q92824,PCSK5,Proprotein convertase subtilisin/kexin type 5,1,1,1,1,1860,206.8,6.1,1929190.5
Low,Q9UJA9,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,3,1,1,3,477,54.6,6.43,6243571.25
Low,O60271,SPAG9,C-Jun-amino-terminal kinase-interacting protein 4,1,1,1,1,1321,146.1,5.15,
Low,P98160,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,0,1,1,1,4391,468.5,6.51,2358574.25
Low,Q9HCU5,PREB,Prolactin regulatory element-binding protein,2,1,1,1,417,45.4,7.88,468254.75
Low,Q9NR19,ACSS2,"Acetyl-coenzyme A synthetase, cytoplasmic",3,1,1,1,701,78.5,6.46,39941164
Low,Q9UPU5,USP24,Ubiquitin carboxyl-terminal hydrolase 24,0,1,1,1,2620,294.2,6.14,1978569.5
Low,P40763,STAT3,Signal transducer and activator of transcription 3,2,1,1,1,770,88.0,6.3,844472.625
Low,Q9NU22,MDN1,Midasin,0,2,2,2,5596,632.4,5.68,7388574
Low,O75608,LYPLA1,Acyl-protein thioesterase 1,6,1,1,1,230,24.7,6.77,
Low,Q8N960,CEP120,Centrosomal protein of 120 kDa,2,1,1,1,986,112.6,6.25,2687214
Low,O75153,CLUH,Clustered mitochondria protein homolog,1,1,1,1,1309,146.6,6.13,495311.21875
Low,Q15256,PTPRR,Receptor-type tyrosine-protein phosphatase R,1,1,1,1,657,73.8,8.34,2025354
Low,P35475,IDUA,Alpha-L-iduronidase,2,1,1,1,653,72.6,9.14,
Low,P24557,TBXAS1,Thromboxane-A synthase,3,1,1,1,533,60.5,7.62,
Low,O15197,EPHB6,Ephrin type-B receptor 6,1,1,1,1,1021,110.6,6.65,1503720.75
Low,Q9H598,SLC32A1,Vesicular inhibitory amino acid transporter,1,1,1,2,525,57.4,6.64,20799004
Low,Q8N8Z8,ZNF441,Zinc finger protein 441,1,1,1,1,693,80.1,8.46,11046061
Low,Q86YW0,PLCZ1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase zeta-1",1,1,1,1,608,70.4,9.04,3063743.75
Low,Q5T749,KPRP,Keratinocyte proline-rich protein,1,1,1,1,579,64.1,8.27,820842.5
Low,Q8IZ69,TRMT2A,tRNA (uracil-5-)-methyltransferase homolog A,1,1,1,1,625,68.7,7.94,979260.3125
Low,Q8N999,C12orf29,Uncharacterized protein C12orf29,3,1,1,1,325,37.5,7.06,6504704
Low,Q04828,AKR1C1,Aldo-keto reductase family 1 member C1,2,1,1,2,323,36.8,7.88,2221018
Low,Q9NR48,ASH1L,Histone-lysine N-methyltransferase ASH1L,1,1,1,1,2969,332.6,9.39,
Low,Q9UPS8,ANKRD26,Ankyrin repeat domain-containing protein 26,1,1,1,1,1710,196.3,5.72,1717425.75
Low,Q16538,GPR162,Probable G-protein coupled receptor 162,3,1,1,1,588,63.9,8.5,2142572
Low,Q969R5,L3MBTL2,Lethal(3)malignant brain tumor-like protein 2,1,1,1,1,705,79.1,6.84,1507438.125
Low,O95210,STBD1,Starch-binding domain-containing protein 1,2,1,1,2,358,39.0,5.73,1315753.5
Low,Q16822,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",1,1,1,1,640,70.7,7.62,718167.125
Low,P0CW19,LIMS3,LIM and senescent cell antigen-like-containing domain protein 3,14,1,1,1,117,13.2,5.49,329460.15625
Low,P78380,OLR1,Oxidized low-density lipoprotein receptor 1,3,1,1,1,273,30.9,7.28,4559843
Low,Q8NDH2,CCDC168,Leucine-rich repeat transmembrane protein CCDC168,0,1,1,1,7081,801.4,8.79,1219941.75
Low,Q8NFC6,BOD1L1,Biorientation of chromosomes in cell division protein 1-like 1,0,1,1,3,3051,330.3,5.08,10283795.25
Low,Q0VDD8,DNAH14,Dynein axonemal heavy chain 14,1,1,1,1,3507,399.6,6.93,
Low,Q9BZE7,C22orf23,UPF0193 protein EVG1,3,1,1,2,217,24.9,9.8,1682982.125
Low,Q5JR12,PPM1J,Protein phosphatase 1J,3,1,1,1,505,54.8,7.46,3089815.5
Low,O43497,CACNA1G,Voltage-dependent T-type calcium channel subunit alpha-1G,0,1,1,1,2377,262.3,6.6,1141645.125
Low,Q9NR50,EIF2B3,Translation initiation factor eIF-2B subunit gamma,2,1,1,2,452,50.2,6.47,832278.75
Low,Q9UF11,PLEKHB1,Pleckstrin homology domain-containing family B member 1,6,1,1,1,243,27.2,7.39,
Low,P82664,MRPS10,"28S ribosomal protein S10, mitochondrial",5,1,1,1,201,23.0,8.0,953789.0625
Low,Q7Z7F7,MRPL55,"39S ribosomal protein L55, mitochondrial",6,1,1,2,128,15.1,11.15,2383551.25
Low,Q8TAT5,NEIL3,Endonuclease 8-like 3,2,1,1,2,605,67.7,9.0,3450615.75
Low,Q6P087,RPUSD3,Mitochondrial mRNA pseudouridine synthase RPUSD3,2,1,1,1,351,38.4,10.32,
Low,P57737,CORO7,Coronin-7,1,1,1,1,925,100.5,5.8,
Low,O60307,MAST3,Microtubule-associated serine/threonine-protein kinase 3,1,1,1,1,1309,143.0,8.06,1145105.875
Low,P43304,GPD2,"Glycerol-3-phosphate dehydrogenase, mitochondrial",1,1,1,1,727,80.8,7.69,
Low,Q9P0K1,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,2,1,1,1,906,100.4,7.2,
Low,Q96QS6,PSKH2,Serine/threonine-protein kinase H2,2,1,1,1,385,43.0,9.63,
Low,Q9NU02,ANKEF1,Ankyrin repeat and EF-hand domain-containing protein 1,2,1,1,3,776,86.6,8.28,4725837.25
Low,Q9BSH3,NICN1,Nicolin-1,8,1,1,1,213,24.2,7.06,1108591.875
Low,A6NCI8,C2orf78,Uncharacterized protein C2orf78,1,1,1,1,922,100.1,9.03,806972.5
Low,Q8NFT6,DBF4B,Protein DBF4 homolog B,2,1,1,1,615,67.2,8.34,49437492
Low,Q6UWL2,SUSD1,Sushi domain-containing protein 1,1,1,1,1,747,82.7,6.43,2680956.5
Low,P07477,PRSS1,Serine protease 1,3,1,1,1,247,26.5,6.51,209691.875
Low,Q9H920,RNF121,E3 ubiquitin ligase RNF121,3,1,1,2,327,37.9,7.06,6539974.5
Low,O60678,PRMT3,Protein arginine N-methyltransferase 3,3,1,1,1,531,59.9,5.35,
Low,Q9NVD3,SETD4,SET domain-containing protein 4,2,1,1,2,440,50.4,8.22,1972332.125
Low,Q9NSJ1,ZNF355P,Putative zinc finger protein 355P,4,1,1,2,428,49.7,8.6,3560723.75
Low,Q6TCH7,PAQR3,Progestin and adipoQ receptor family member 3,2,1,1,2,311,36.2,8.53,78168728
Low,P08F94,PKHD1,Fibrocystin,0,1,1,1,4074,446.4,6.57,
Low,Q01433,AMPD2,AMP deaminase 2,1,1,1,1,879,100.6,6.93,203433824
Low,P00451,F8,Coagulation factor VIII,0,1,1,1,2351,266.8,7.36,1836068.5
Low,O94885,SASH1,SAM and SH3 domain-containing protein 1,0,1,1,1,1247,136.6,6.09,
Low,Q92670,ZNF75CP,Putative zinc finger protein 75C,2,1,1,2,426,49.7,8.87,1157277.25
Low,Q9UKY1,ZHX1,Zinc fingers and homeoboxes protein 1,1,1,1,1,873,98.0,6.05,2185059.5
Low,Q8NFA0,USP32,Ubiquitin carboxyl-terminal hydrolase 32,1,1,1,1,1604,181.5,6.44,
Low,Q8N806,UBR7,Putative E3 ubiquitin-protein ligase UBR7,6,1,1,1,425,48.0,4.81,
Low,Q8TEA1,NSUN6,tRNA (cytosine(72)-C(5))-methyltransferase NSUN6,2,1,1,2,469,51.7,7.96,5420131
Low,Q8WXI7,MUC16,Mucin-16,0,1,1,1,14507,1518.2,5.26,1578395.625
Low,Q6UXH8,CCBE1,Collagen and calcium-binding EGF domain-containing protein 1,4,1,1,1,406,44.1,7.58,3997910.25
Low,Q008S8,ECT2L,Epithelial cell-transforming sequence 2 oncogene-like,1,1,1,1,904,104.8,8.4,8658766
Low,Q6WBX8,RAD9B,Cell cycle checkpoint control protein RAD9B,2,1,1,1,426,47.8,6.87,
Low,P36957,DLST,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",2,1,1,1,453,48.7,8.95,
