Protein FDR Confidence,Uniprot_ID,Gene_name,Description,Coverage (%),Peptides,Unique Peptides,PSMs,AAs,MW (kDa),calc. pI,Abundance
Medium,P57764,GSDMD,Gasdermin-D,2,1,1,1,484,52.8,5.08,
Medium,Q92820,GGH,Gamma-glutamyl hydrolase,3,1,1,1,318,35.9,7.11,
Medium,Q96BY6,DOCK10,Dedicator of cytokinesis protein 10,1,1,1,1,2186,249.4,7.14,
Medium,Q9C0A0,CNTNAP4,Contactin-associated protein-like 4,1,1,1,2,1308,145.2,6.68,9548031
Medium,Q8IXQ4,GPALPP1,GPALPP motifs-containing protein 1,4,1,1,1,340,38.1,5.41,586248.0625
Medium,P19367,HK1,Hexokinase-1,1,1,1,2,917,102.4,6.8,609878.5
Medium,Q9H2G2,SLK,STE20-like serine/threonine-protein kinase,1,1,1,1,1235,142.6,5.15,708563.8125
Medium,O43819,SCO2,"Protein SCO2 homolog, mitochondrial",3,1,1,1,266,29.8,8.85,
Medium,O00442,RTCA,RNA 3'-terminal phosphate cyclase,3,1,1,1,366,39.3,7.85,670962.3125
Medium,O96009,NAPSA,Napsin-A,2,1,1,1,420,45.4,6.61,1536467.875
Medium,Q9NRX1,PNO1,RNA-binding protein PNO1,6,1,1,1,252,27.9,9.73,1632706.75
Medium,O94992,HEXIM1,Protein HEXIM1,4,1,1,1,359,40.6,4.89,469563.21875
Medium,Q9Y5B8,NME7,Nucleoside diphosphate kinase 7,3,1,1,1,376,42.5,6.47,
Medium,P47813,EIF1AX,"Eukaryotic translation initiation factor 1A, X-chromosomal",11,1,1,1,144,16.5,5.24,745764.25
Medium,Q96PE2,ARHGEF17,Rho guanine nucleotide exchange factor 17,1,1,1,1,2063,221.5,6.29,482303.3125
Medium,Q9UK55,SERPINA10,Protein Z-dependent protease inhibitor,2,1,1,1,444,50.7,8.27,
Medium,Q92539,LPIN2,Phosphatidate phosphatase LPIN2,3,2,2,2,896,99.3,5.33,
Medium,P00739,HPR,Haptoglobin-related protein,2,1,1,1,348,39.0,7.09,
Medium,P30044,PRDX5,"Peroxiredoxin-5, mitochondrial",5,1,1,1,214,22.1,8.7,848869.375
Medium,Q86UU1,PHLDB1,Pleckstrin homology-like domain family B member 1,1,2,1,2,1377,151.1,8.63,
Medium,Q01433,AMPD2,AMP deaminase 2,1,1,1,1,879,100.6,6.93,641524.25
Medium,P19174,PLCG1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",1,1,1,1,1290,148.4,6.05,
Medium,Q9BRP1,PDCD2L,Programmed cell death protein 2-like,3,1,1,1,358,39.4,4.86,
Medium,Q9UKJ3,GPATCH8,G patch domain-containing protein 8,1,1,1,1,1502,164.1,8.66,365027.65625
Medium,Q96LB3,IFT74,Intraflagellar transport protein 74 homolog,2,1,1,1,600,69.2,6.0,
Medium,Q5QJ74,TBCEL,Tubulin-specific chaperone cofactor E-like protein,2,1,1,2,424,48.2,5.38,1976297.875
Medium,Q7RTV0,PHF5A,PHD finger-like domain-containing protein 5A,6,1,1,2,110,12.4,8.41,1363453.625
Medium,O14730,RIOK3,Serine/threonine-protein kinase RIO3,2,1,1,1,519,59.1,5.76,
Medium,Q9NYL4,FKBP11,Peptidyl-prolyl cis-trans isomerase FKBP11,9,1,1,1,201,22.2,9.39,631123.4375
Medium,Q08462,ADCY2,Adenylate cyclase type 2,1,1,1,1,1091,123.5,8.09,
Medium,Q5JR59,MTUS2,Microtubule-associated tumor suppressor candidate 2,1,1,1,2,1369,150.1,6.68,11431614
Medium,O75592,MYCBP2,E3 ubiquitin-protein ligase MYCBP2,0,1,1,1,4678,513.3,7.02,850691.5625
Medium,Q6ZTR5,CFAP47,Cilia- and flagella-associated protein 47,0,1,1,2,3187,361.4,7.56,1164054.875
Medium,Q9Y3X0,CCDC9,Coiled-coil domain-containing protein 9,2,1,1,2,531,59.7,5.4,911404.8125
Medium,Q9ULS6,KCNS2,Potassium voltage-gated channel subfamily S member 2,2,1,1,2,477,54.2,5.86,2306433
Medium,Q68CZ6,HAUS3,HAUS augmin-like complex subunit 3,2,1,1,1,603,69.6,5.55,
Medium,Q9H9T3,ELP3,Elongator complex protein 3,2,1,1,1,547,62.2,8.88,372684.96875
Medium,Q96RR4,CAMKK2,Calcium/calmodulin-dependent protein kinase kinase 2,2,1,1,1,588,64.7,6.68,515907.75
Medium,Q96JI7,SPG11,Spatacsin,0,1,1,2,2443,278.7,5.97,3569761.25
Medium,Q92736,RYR2,Ryanodine receptor 2,0,1,1,4,4967,564.2,6.07,131903901.625
Medium,P16885,PLCG2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",1,1,1,1,1265,147.8,6.64,1350337.625
Medium,O15173,PGRMC2,Membrane-associated progesterone receptor component 2,4,1,1,1,223,23.8,4.88,
Medium,Q8NHU6,TDRD7,Tudor domain-containing protein 7,1,1,1,1,1098,123.5,7.21,328750.0625
Medium,Q5GLZ8,HERC4,Probable E3 ubiquitin-protein ligase HERC4,2,2,2,2,1057,118.5,6.19,
Medium,Q8N163,CCAR2,Cell cycle and apoptosis regulator protein 2,1,1,1,1,923,102.8,5.22,
Medium,Q9UFH2,DNAH17,Dynein axonemal heavy chain 17,1,2,2,2,4462,509.0,5.72,603950.25
Medium,O43747,AP1G1,AP-1 complex subunit gamma-1,1,1,1,2,822,91.3,6.8,500798
Medium,P33151,CDH5,Cadherin-5,1,1,1,2,784,87.5,5.43,644185.25
Medium,Q9Y6W3,CAPN7,Calpain-7,1,1,1,1,813,92.6,7.65,1522955
Medium,Q9UPR0,PLCL2,Inactive phospholipase C-like protein 2,1,1,1,2,1127,125.8,6.9,4027467.75
Medium,P08922,ROS1,Proto-oncogene tyrosine-protein kinase ROS,1,2,2,3,2347,263.7,6.11,30957487.6875
Medium,Q14669,TRIP12,E3 ubiquitin-protein ligase TRIP12,1,1,1,1,1992,220.3,8.48,
Medium,O15075,DCLK1,Serine/threonine-protein kinase DCLK1,1,1,1,1,740,82.2,8.66,
Medium,P25440,BRD2,Bromodomain-containing protein 2,4,1,1,1,801,88.0,9.09,
Medium,Q9BQ69,MACROD1,ADP-ribose glycohydrolase MACROD1,3,1,1,1,325,35.5,9.51,2049800.125
Medium,Q92541,RTF1,RNA polymerase-associated protein RTF1 homolog,2,1,1,2,710,80.3,8.15,
Medium,Q569K4,ZNF385B,Zinc finger protein 385B,3,1,1,1,471,50.4,9.89,
Medium,Q5VWK5,IL23R,Interleukin-23 receptor,1,1,1,2,629,71.7,5.49,2081408.75
Medium,Q8IWR0,ZC3H7A,Zinc finger CCCH domain-containing protein 7A,1,1,1,1,971,110.5,7.3,
Medium,P00403,MT-CO2,Cytochrome c oxidase subunit 2,4,1,1,2,227,25.5,4.82,1090361.25
Medium,Q9UKZ1,CNOT11,CCR4-NOT transcription complex subunit 11,2,1,1,1,510,55.2,6.4,515282.9375
Medium,O95972,BMP15,Bone morphogenetic protein 15,2,1,1,2,392,45.0,9.11,2557567
Medium,Q96HA7,TONSL,Tonsoku-like protein,1,1,1,1,1378,150.8,6.42,
Medium,Q96FS4,SIPA1,Signal-induced proliferation-associated protein 1,1,1,1,1,1042,112.1,6.6,328858.15625
Medium,Q2M389,WASHC4,WASH complex subunit 4,1,1,1,2,1173,136.3,7.44,
Medium,P09913,IFIT2,Interferon-induced protein with tetratricopeptide repeats 2,1,1,1,2,472,54.6,6.76,1106251.25
Medium,Q96DA0,ZG16B,Zymogen granule protein 16 homolog B,4,1,1,1,208,22.7,7.39,481888.40625
Medium,O43426,SYNJ1,Synaptojanin-1,2,1,1,1,1573,173.0,7.42,
Medium,Q96RF0,SNX18,Sorting nexin-18,3,1,1,1,628,68.9,5.68,
Medium,Q9UHD8,SEPTIN9,Septin-9,2,1,1,1,586,65.4,8.97,816864.25
Medium,Q00535,CDK5,Cyclin-dependent kinase 5,5,1,1,1,292,33.3,7.66,
Medium,Q96S55,WRNIP1,ATPase WRNIP1,1,1,1,1,665,72.1,6.1,818572.375
Medium,Q9Y6C9,MTCH2,Mitochondrial carrier homolog 2,3,1,1,1,303,33.3,7.97,634792.875
Medium,Q9H910,JPT2,Jupiter microtubule associated homolog 2,7,1,1,1,190,20.1,9.26,
Medium,Q15629,TRAM1,Translocating chain-associated membrane protein 1,3,1,1,1,374,43.0,9.63,465143.15625
Medium,Q9Y6B6,SAR1B,GTP-binding protein SAR1b,9,1,1,1,198,22.4,6.11,3833259
Medium,P82912,MRPS11,"28S ribosomal protein S11, mitochondrial",6,1,1,1,194,20.6,10.81,515087.375
Medium,Q9H6R7,WDCP,WD repeat and coiled-coil-containing protein,2,2,2,2,721,79.1,6.7,921707.375
Medium,Q9BVK6,TMED9,Transmembrane emp24 domain-containing protein 9,4,1,1,2,235,27.3,8.02,470089.59375
Medium,Q9C035,TRIM5,Tripartite motif-containing protein 5,2,1,1,1,493,56.3,6.05,
Medium,Q9BQ70,TCF25,Transcription factor 25,3,2,2,2,676,76.6,6.35,557056.5
Medium,Q96E17,RAB3C,Ras-related protein Rab-3C,4,1,1,1,227,25.9,5.24,1008578.5625
Medium,Q9NXE8,CWC25,Pre-mRNA-splicing factor CWC25 homolog,2,1,1,2,425,49.6,10.18,471726.6875
Medium,P16435,POR,NADPH--cytochrome P450 reductase,1,1,1,1,677,76.6,5.58,
Medium,Q9UL54,TAOK2,Serine/threonine-protein kinase TAO2,1,1,1,1,1235,138.2,7.27,501099.46875
Medium,O94923,GLCE,D-glucuronyl C5-epimerase,2,1,1,1,617,70.1,8.97,
Medium,Q9H792,PEAK1,Inactive tyrosine-protein kinase PEAK1,1,1,1,1,1746,193.0,6.89,
Medium,Q9Y305,ACOT9,"Acyl-coenzyme A thioesterase 9, mitochondrial",3,1,1,1,439,49.9,8.6,730562.5625
Medium,Q53T59,HS1BP3,HCLS1-binding protein 3,3,1,1,1,392,42.8,5.01,1383828.25
Medium,Q7Z4H7,HAUS6,HAUS augmin-like complex subunit 6,1,1,1,1,955,108.6,6.47,
Medium,Q96AC6,KIFC2,Kinesin-like protein KIFC2,2,1,1,2,838,90.1,9.48,27339994
Medium,Q8WUA4,GTF3C2,General transcription factor 3C polypeptide 2,1,1,1,1,911,100.6,7.31,979382.1875
Medium,Q9Y487,ATP6V0A2,V-type proton ATPase 116 kDa subunit a 2,1,1,1,2,856,98.0,6.61,939611.1875
Medium,P51553,IDH3G,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial",3,1,1,2,393,42.8,8.5,577125.9375
Medium,Q8NBJ5,COLGALT1,Procollagen galactosyltransferase 1,1,1,1,1,622,71.6,7.31,467945.625
Medium,Q03052,POU3F1,"POU domain, class 3, transcription factor 1",2,1,1,5,451,45.5,7.74,145663924
Medium,A4D2H0,CTAGE15,cTAGE family member 15,4,2,2,3,777,87.8,5.24,4495748.8125
Medium,P41214,EIF2D,Eukaryotic translation initiation factor 2D,2,1,1,2,584,64.7,7.65,769493.8125
Medium,Q9Y6Y0,IVNS1ABP,Influenza virus NS1A-binding protein,2,1,1,1,642,71.7,5.53,469033.78125
Medium,I1YAP6,TRIM77,Tripartite motif-containing protein 77,1,1,1,2,450,52.4,8.19,2328560
Medium,Q6FI81,CIAPIN1,Anamorsin,4,1,1,2,312,33.6,5.62,1126992.5
Medium,Q68CZ1,RPGRIP1L,Protein fantom,1,1,1,2,1315,151.1,5.35,930810.875
Medium,Q969X5,ERGIC1,Endoplasmic reticulum-Golgi intermediate compartment protein 1,3,1,1,1,290,32.6,7.06,
Medium,Q9NYQ6,CELSR1,Cadherin EGF LAG seven-pass G-type receptor 1,0,1,1,2,3014,329.3,5.92,1564996.5
Medium,O95747,OXSR1,Serine/threonine-protein kinase OSR1,3,2,2,2,527,58.0,6.43,494773.6875
Medium,P30085,CMPK1,UMP-CMP kinase,4,1,1,1,196,22.2,5.57,559073.5
Medium,Q9NQS1,AVEN,Cell death regulator Aven,2,1,1,1,362,38.5,4.98,647359
Medium,Q9BXX3,ANKRD30A,Ankyrin repeat domain-containing protein 30A,2,1,1,2,1397,158.7,6.48,
Medium,O75489,NDUFS3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",5,1,1,2,264,30.2,7.5,1203989.625
Medium,Q9BQ61,TRIR,Telomerase RNA component interacting RNase,15,1,1,1,176,18.4,9.44,
Medium,O15305,PMM2,Phosphomannomutase 2,3,1,1,1,246,28.1,6.77,
Medium,Q9UF33,EPHA6,Ephrin type-A receptor 6,1,1,1,1,1036,116.3,6.98,
Medium,Q9H1Z9,TSPAN10,Tetraspanin-10,4,1,1,2,355,36.5,5.86,6802840.5
Medium,Q9ULD0,OGDHL,"2-oxoglutarate dehydrogenase-like, mitochondrial",1,1,1,1,1010,114.4,6.65,1433323.875
Medium,Q9NR09,BIRC6,Baculoviral IAP repeat-containing protein 6,0,1,1,2,4857,529.9,6.05,2432798
Medium,Q96EK5,KIFBP,KIF-binding protein,1,1,1,2,621,71.8,5.49,
Medium,Q15434,RBMS2,"RNA-binding motif, single-stranded-interacting protein 2",1,1,1,2,407,43.9,9.07,2267500
Medium,Q92839,HAS1,Hyaluronan synthase 1,1,1,1,1,578,64.8,9.19,
Medium,P02100,HBE1,Hemoglobin subunit epsilon,7,1,1,2,147,16.2,8.63,3538364.75
Medium,Q5TAT6,COL13A1,Collagen alpha-1(XIII) chain,2,1,1,1,717,69.9,9.17,1005502.4375
Medium,Q9NYC9,DNAH9,Dynein axonemal heavy chain 9,0,1,1,1,4486,511.6,5.91,
Medium,P27658,COL8A1,Collagen alpha-1(VIII) chain,1,1,1,1,744,73.3,9.61,684058.5625
Medium,P08243,ASNS,Asparagine synthetase [glutamine-hydrolyzing],2,1,1,1,561,64.3,6.86,
Medium,Q9ULM3,YEATS2,YEATS domain-containing protein 2,0,1,1,1,1422,150.7,8.98,831845.5625
Medium,P61011,SRP54,Signal recognition particle subunit SRP54,3,1,1,1,504,55.7,8.75,
Medium,Q13459,MYO9B,Unconventional myosin-IXb,0,1,1,2,2157,243.2,8.75,745230.5625
Medium,Q9H0A0,NAT10,RNA cytidine acetyltransferase,1,1,1,1,1025,115.7,8.27,
Medium,O75152,ZC3H11A,Zinc finger CCCH domain-containing protein 11A,1,1,1,1,810,89.1,8.37,4233934.5
Medium,Q92797,SYMPK,Symplekin,1,1,1,1,1274,141.1,6.13,
Medium,Q13393,PLD1,Phospholipase D1,1,1,1,1,1074,124.1,8.78,
Medium,Q9Y296,TRAPPC4,Trafficking protein particle complex subunit 4,4,1,1,1,219,24.3,6.21,916609.1875
Medium,O43395,PRPF3,U4/U6 small nuclear ribonucleoprotein Prp3,1,1,1,1,683,77.5,9.5,879996.6875
Medium,O60763,USO1,General vesicular transport factor p115,1,1,1,1,962,107.8,4.91,550662.4375
Medium,Q6ZV29,PNPLA7,Patatin-like phospholipase domain-containing protein 7,0,1,1,1,1317,145.6,7.74,2348022.5
Low,P49959,MRE11,Double-strand break repair protein MRE11,2,1,1,1,708,80.5,5.9,379701.03125
Low,Q14833,GRM4,Metabotropic glutamate receptor 4,1,1,1,2,912,101.8,8.82,9073856
Low,Q9NVI1,FANCI,Fanconi anemia group I protein,0,1,1,2,1328,149.2,6.74,5783979
Low,Q15878,CACNA1E,Voltage-dependent R-type calcium channel subunit alpha-1E,1,1,1,1,2313,261.6,8.24,1491090.5
Low,P26358,DNMT1,DNA (cytosine-5)-methyltransferase 1,1,2,2,2,1616,183.1,7.75,809453.8125
Low,Q56VL3,OCIAD2,OCIA domain-containing protein 2,8,1,1,1,154,16.9,9.03,
Low,Q96D46,NMD3,60S ribosomal export protein NMD3,3,1,1,1,503,57.6,7.14,
Low,Q96JB1,DNAH8,Dynein axonemal heavy chain 8,0,1,1,1,4490,514.3,6.32,1662837.125
Low,P31948,STIP1,Stress-induced-phosphoprotein 1,2,1,1,2,543,62.6,6.8,1129845.25
Low,Q96QE4,LRRC37B,Leucine-rich repeat-containing protein 37B,1,1,1,1,947,105.5,4.91,618117.875
Low,Q14789,GOLGB1,Golgin subfamily B member 1,1,1,1,1,3259,375.8,5.0,
Low,P51572,BCAP31,B-cell receptor-associated protein 31,4,1,1,1,246,28.0,8.44,
Low,Q8NHQ1,CEP70,Centrosomal protein of 70 kDa,2,1,1,2,597,69.7,5.71,9028112
Low,P54886,ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase,2,1,1,1,795,87.2,7.12,695971.9375
Low,P15621,ZNF44,Zinc finger protein 44,2,1,1,1,663,76.5,8.68,
Low,Q6UUV7,CRTC3,CREB-regulated transcription coactivator 3,2,1,1,2,619,66.9,6.84,900076.5
Low,Q9ULW0,TPX2,Targeting protein for Xklp2,2,1,1,1,747,85.6,9.23,
Low,Q68E01,INTS3,Integrator complex subunit 3,2,1,1,2,1043,118.0,5.8,827869.625
Low,Q96EB1,ELP4,Elongator complex protein 4,3,1,1,1,424,46.6,8.51,
Low,Q9H598,SLC32A1,Vesicular inhibitory amino acid transporter,1,1,1,2,525,57.4,6.64,1507005.875
Low,Q8IVF7,FMNL3,Formin-like protein 3,1,1,1,1,1028,117.1,6.65,1070412.125
Low,Q9NP78,ABCB9,ABC-type oligopeptide transporter ABCB9,1,1,1,1,766,84.4,7.93,68502.8359375
Low,Q13625,TP53BP2,Apoptosis-stimulating of p53 protein 2,1,1,1,1,1128,125.5,6.07,
Low,Q9H871,RMND5A,E3 ubiquitin-protein transferase RMND5A,3,1,1,1,391,44.0,6.06,748447.6875
Low,Q08378,GOLGA3,Golgin subfamily A member 3,1,1,1,1,1498,167.3,5.44,437134.4375
Low,Q9BTD8,RBM42,RNA-binding protein 42,1,1,1,1,480,50.4,9.63,572225.8125
Low,Q9BXI6,TBC1D10A,TBC1 domain family member 10A,2,1,1,4,508,57.1,8.44,31012486.5
Low,P49840,GSK3A,Glycogen synthase kinase-3 alpha,3,1,1,1,483,50.9,8.75,
Low,Q12947,FOXF2,Forkhead box protein F2,2,1,1,1,444,46.0,9.0,
Low,Q0IIM8,TBC1D8B,TBC1 domain family member 8B,1,1,1,2,1120,128.6,5.95,1098611.125
Low,Q9H0N5,PCBD2,Pterin-4-alpha-carbinolamine dehydratase 2,12,1,1,1,130,14.4,9.11,2095989.25
Low,Q13043,STK4,Serine/threonine-protein kinase 4,3,1,1,1,487,55.6,5.07,
Low,O95084,PRSS23,Serine protease 23,2,1,1,2,383,43.0,9.42,1751321.5
Low,Q9H7M6,ZSWIM4,Zinc finger SWIM domain-containing protein 4,1,1,1,1,989,110.1,7.06,
Low,O15021,MAST4,Microtubule-associated serine/threonine-protein kinase 4,1,2,2,3,2623,283.9,8.62,112150.3828125
Low,Q9P2P5,HECW2,E3 ubiquitin-protein ligase HECW2,1,1,1,2,1572,175.7,5.41,1385478.875
Low,Q9Y2Y9,KLF13,Krueppel-like factor 13,7,1,1,1,288,31.2,9.54,29025.33203125
Low,Q05397,PTK2,Focal adhesion kinase 1,1,1,1,1,1052,119.2,6.62,710523.5625
Low,A6NNF4,ZNF726,Zinc finger protein 726,2,1,1,1,616,71.3,9.03,3747846
Low,Q5BKZ1,ZNF326,DBIRD complex subunit ZNF326,2,1,1,1,582,65.6,5.15,
Low,Q9BYD6,MRPL1,"39S ribosomal protein L1, mitochondrial",6,1,1,1,325,36.9,8.78,
Low,Q6ZV73,FGD6,"FYVE, RhoGEF and PH domain-containing protein 6",1,1,1,1,1430,160.7,7.03,
Low,Q6MZP7,LIN54,Protein lin-54 homolog,2,1,1,2,749,79.4,9.01,
Low,Q9UKX5,ITGA11,Integrin alpha-11,3,1,1,1,1188,133.4,6.7,962625.3125
Low,Q7Z3B3,KANSL1,KAT8 regulatory NSL complex subunit 1,1,1,1,1,1105,121.0,8.81,
Low,Q13009,TIAM1,Rho guanine nucleotide exchange factor TIAM1,1,1,1,1,1591,177.4,6.61,
Low,Q5T5S1,CCDC183,Coiled-coil domain-containing protein 183,2,1,1,1,534,62.6,8.79,514962.9375
Low,O95503,CBX6,Chromobox protein homolog 6,2,1,1,2,412,43.9,10.01,1627110.125
Low,Q8TDI0,CHD5,Chromodomain-helicase-DNA-binding protein 5,1,1,1,1,1954,222.9,6.15,1790069.5
Low,O15511,ARPC5,Actin-related protein 2/3 complex subunit 5,4,1,1,2,151,16.3,5.67,543868.75
Low,Q96RT7,TUBGCP6,Gamma-tubulin complex component 6,1,1,1,2,1819,200.4,6.32,332133.25
Low,A6NMD2,GOLGA8J,Golgin subfamily A member 8J,2,1,1,1,632,71.7,8.29,26027184
Low,Q8NI35,PATJ,InaD-like protein,0,1,1,2,1801,196.2,4.94,1385313.375
Low,Q9H4I2,ZHX3,Zinc fingers and homeoboxes protein 3,2,1,1,1,956,104.6,6.07,1310048.875
Low,P08476,INHBA,Inhibin beta A chain,2,1,1,1,426,47.4,8.03,513151.28125
Low,Q7Z478,DHX29,ATP-dependent RNA helicase DHX29,1,1,1,1,1369,155.1,8.09,
Low,O43592,XPOT,Exportin-T,1,1,1,1,962,109.9,5.39,599379
Low,Q9NTJ3,SMC4,Structural maintenance of chromosomes protein 4,2,2,2,2,1288,147.1,6.79,1524686.6875
Low,Q13099,IFT88,Intraflagellar transport protein 88 homolog,1,1,1,1,824,93.1,6.25,600304.125
Low,Q15751,HERC1,Probable E3 ubiquitin-protein ligase HERC1,0,1,1,2,4861,531.9,6.04,20945918
Low,Q8IVL0,NAV3,Neuron navigator 3,1,1,1,1,2385,255.5,8.76,1243320.25
Low,P32926,DSG3,Desmoglein-3,3,1,1,1,999,107.5,5.0,
Low,Q96JM2,ZNF462,Zinc finger protein 462,0,1,1,1,2506,284.5,7.58,
Low,Q9C0D4,ZNF518B,Zinc finger protein 518B,2,1,1,1,1074,119.5,9.45,
Low,P53816,PLAAT3,Phospholipase A and acyltransferase 3,7,1,1,1,162,17.9,7.99,673858.0625
Low,Q8NB25,FAM184A,Protein FAM184A,1,1,1,1,1140,132.9,5.83,
Low,A6NNC1,P12LL_HUMAN,Putative POM121-like protein 1-like,1,1,1,2,897,94.0,10.26,1773436.25
Low,Q99497,PARK7,Parkinson disease protein 7,4,1,1,2,189,19.9,6.79,587436.5625
Low,Q8NH61,OR51F2,Olfactory receptor 51F2,4,1,1,1,342,38.5,8.76,555577.375
Low,Q9NPI6,DCP1A,mRNA-decapping enzyme 1A,2,1,1,1,582,63.2,6.25,628784.4375
Low,A7E2V4,ZSWIM8,Zinc finger SWIM domain-containing protein 8,1,1,1,1,1837,197.2,6.8,489592.90625
Low,B8ZZ34,SHISA8,Protein shisa-8,4,1,1,1,397,42.0,10.55,
Low,P78316,NOP14,Nucleolar protein 14,1,1,1,1,857,97.6,7.58,1929657.125
Low,Q9BZM4,ULBP3,UL16-binding protein 3,5,1,1,1,244,27.9,8.02,
Low,Q9NPA8,ENY2,Transcription and mRNA export factor ENY2,9,1,1,1,101,11.5,9.33,1284192.875
Low,Q8TBE9,NANP,N-acylneuraminate-9-phosphatase,3,1,1,2,248,27.8,6.4,4088892.75
Low,Q92523,CPT1B,"Carnitine O-palmitoyltransferase 1, muscle isoform",6,2,2,2,772,87.7,8.62,814097.875
Low,Q9UPE1,SRPK3,SRSF protein kinase 3,4,1,1,1,567,62.0,7.25,279904.90625
Low,Q13523,PRPF4B,Serine/threonine-protein kinase PRP4 homolog,1,1,1,1,1007,116.9,10.26,
Low,P23229,ITGA6,Integrin alpha-6,1,1,1,2,1130,126.5,6.61,11840670
Low,Q9NW82,WDR70,WD repeat-containing protein 70,2,1,1,1,654,73.2,6.33,3402578944
Low,Q8N4S9,MARVELD2,MARVEL domain-containing protein 2,2,1,1,1,558,64.1,7.53,1867181.125
Low,O95210,STBD1,Starch-binding domain-containing protein 1,2,1,1,1,358,39.0,5.73,853974.8125
Low,Q9HAU5,UPF2,Regulator of nonsense transcripts 2,1,1,1,1,1272,147.7,5.69,416369.4375
Low,Q96HJ3,CCDC34,Coiled-coil domain-containing protein 34,2,1,1,1,373,43.2,7.4,608731.5625
Low,Q9UPU9,SAMD4A,Protein Smaug homolog 1,2,1,1,1,718,79.4,8.32,
Low,Q8IZQ1,WDFY3,WD repeat and FYVE domain-containing protein 3,0,1,1,1,3526,395.0,6.76,1053073.75
Low,Q8N960,CEP120,Centrosomal protein of 120 kDa,2,1,1,3,986,112.6,6.25,1845549.75
Low,Q7Z7M9,GALNT5,Polypeptide N-acetylgalactosaminyltransferase 5,1,1,1,1,940,106.2,9.47,2609071.5
Low,Q8N302,AGGF1,Angiogenic factor with G patch and FHA domains 1,2,1,1,2,714,80.9,5.44,1616309.625
Low,Q96JH7,VCPIP1,Deubiquitinating protein VCPIP1,1,1,1,1,1222,134.2,7.2,1029219.5625
Low,Q6N069,NAA16,"N-alpha-acetyltransferase 16, NatA auxiliary subunit",1,1,1,2,864,101.4,7.87,7105755
Low,O94830,DDHD2,Phospholipase DDHD2,1,1,1,1,711,81.0,5.39,2703204.5
Low,Q9Y6C2,EMILIN1,EMILIN-1,1,1,1,1,1016,106.6,5.17,588050.625
Low,P49755,TMED10,Transmembrane emp24 domain-containing protein 10,4,1,1,1,219,25.0,7.44,
Low,Q5VV63,ATRNL1,Attractin-like protein 1,1,1,1,1,1379,152.5,7.31,
Low,P46977,STT3A,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,1,1,1,2,705,80.5,8.07,563335.0625
Low,Q92547,TOPBP1,DNA topoisomerase 2-binding protein 1,2,1,1,1,1522,170.6,6.96,
Low,Q96PE7,MCEE,"Methylmalonyl-CoA epimerase, mitochondrial",5,1,1,1,176,18.7,9.09,
Low,Q7L0Y3,TRMT10C,tRNA methyltransferase 10 homolog C,1,1,1,1,403,47.3,9.36,646488.3125
Low,Q7Z333,SETX,Probable helicase senataxin,0,1,1,2,2677,302.7,7.17,4335104.5
Low,P61106,RAB14,Ras-related protein Rab-14,7,1,1,1,215,23.9,6.21,392703.65625
Low,P07237,P4HB,Protein disulfide-isomerase,2,1,1,1,508,57.1,4.87,
Low,Q86XP1,DGKH,Diacylglycerol kinase eta,1,1,1,1,1220,134.8,6.54,
Low,P62072,TIMM10,Mitochondrial import inner membrane translocase subunit Tim10,16,1,1,1,90,10.3,6.29,3747418.5
Low,Q96N38,ZNF714,Zinc finger protein 714,2,1,1,1,554,63.8,9.1,
Low,Q6YBV0,SLC36A4,Neutral amino acid uniporter 4,3,1,1,1,504,56.1,7.05,4277260.5
Low,A7XYQ1,SOBP,Sine oculis-binding protein homolog,1,1,1,1,873,92.6,7.68,1559396.5
Low,Q9Y4K0,LOXL2,Lysyl oxidase homolog 2,1,1,1,1,774,86.7,6.38,
Low,Q9NZS9,BFAR,Bifunctional apoptosis regulator,2,1,1,1,450,52.7,6.54,
Low,Q5T011,SZT2,KICSTOR complex protein SZT2,0,1,1,1,3432,377.8,6.27,
Low,Q15477,SKIC2,SKI2 subunit of superkiller complex protein,1,1,1,1,1246,137.7,6.06,
Low,Q969V3,NCLN,BOS complex subunit NCLN,2,1,1,1,563,62.9,6.89,
Low,Q9HCC0,MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",2,1,1,1,563,61.3,7.68,
Low,Q9NV06,DCAF13,DDB1- and CUL4-associated factor 13,4,1,1,1,445,51.4,9.19,
Low,Q4V328,GRIPAP1,GRIP1-associated protein 1,3,2,2,3,841,95.9,5.11,2396802.75
Low,Q86YJ6,THNSL2,Threonine synthase-like 2,4,1,1,1,484,54.1,6.52,1046366.375
Low,Q92750,TAF4B,Transcription initiation factor TFIID subunit 4B,1,1,1,1,862,91.0,9.54,
Low,P10070,GLI2,Zinc finger protein GLI2,1,1,1,1,1586,167.7,7.33,1912014.375
Low,P36405,ARL3,ADP-ribosylation factor-like protein 3,6,1,1,1,182,20.4,7.24,604934.625
Low,P52788,SMS,Spermine synthase,2,1,1,1,366,41.2,5.02,
